OPR_DT,OPR_HR,MW
10/6/2019,1,36.04564
10/6/2019,2,33.05773
10/6/2019,3,31.89557
10/6/2019,4,32.08841
10/6/2019,5,33.22519
10/6/2019,6,32.65777
10/6/2019,7,36.89352
10/6/2019,8,32.80019
10/6/2019,9,27.49603
10/6/2019,10,22.79601
10/6/2019,11,25.47957
10/6/2019,12,25.02067
10/6/2019,13,25.4878
10/6/2019,14,27.18383
10/6/2019,15,29.79436
10/6/2019,16,30.58015
10/6/2019,17,32.91047
10/6/2019,18,44.43866
10/6/2019,19,67.8625
10/6/2019,20,65.68798
10/6/2019,21,45.96714
10/6/2019,22,42.95549
10/6/2019,23,39.88583
10/6/2019,24,34.81726
10/7/2019,1,33.59125
10/7/2019,2,32.50043
10/7/2019,3,31.62744
10/7/2019,4,31.62254
10/7/2019,5,32.58202
10/7/2019,6,37.88051
10/7/2019,7,45.64635
10/7/2019,8,43.00511
10/7/2019,9,31.73917
10/7/2019,10,28.59091
10/7/2019,11,26.75413
10/7/2019,12,28.81658
10/7/2019,13,30.40993
10/7/2019,14,34.97797
10/7/2019,15,35.20345
10/7/2019,16,38.75248
10/7/2019,17,39.95461
10/7/2019,18,57.05996
10/7/2019,19,96.65337
10/7/2019,20,70.16111
10/7/2019,21,49.04156
10/7/2019,22,41.62566
10/7/2019,23,38.57749
10/7/2019,24,36.44529
10/8/2019,1,31.01526
10/8/2019,2,29.83658
10/8/2019,3,28.05313
10/8/2019,4,28.29716
10/8/2019,5,29.55916
10/8/2019,6,37.33275
10/8/2019,7,50.86969
10/8/2019,8,44.61149
10/8/2019,9,38.9962
10/8/2019,10,34.08895
10/8/2019,11,32.60348
10/8/2019,12,32.49869
10/8/2019,13,33.09604
10/8/2019,14,34.51904
10/8/2019,15,34.15576
10/8/2019,16,38.78605
10/8/2019,17,39.22095
10/8/2019,18,52.56045
10/8/2019,19,79.58941
10/8/2019,20,64.13125
10/8/2019,21,48.07307
10/8/2019,22,39.73148
10/8/2019,23,35.49607
10/8/2019,24,30.89039
10/9/2019,1,32.92041
10/9/2019,2,30.02898
10/9/2019,3,28.66504
10/9/2019,4,29.74546
10/9/2019,5,32.07008
10/9/2019,6,38.60457
10/9/2019,7,48.11961
10/9/2019,8,42.55872
10/9/2019,9,48.506
10/9/2019,10,48.50925
10/9/2019,11,41.40008
10/9/2019,12,33.21704
10/9/2019,13,36.46898
10/9/2019,14,33.43226
10/9/2019,15,39.24932
10/9/2019,16,34.45177
10/9/2019,17,33.24058
10/9/2019,18,85.9227
10/9/2019,19,98.44348
10/9/2019,20,64.00662
10/9/2019,21,48.54114
10/9/2019,22,40.08293
10/9/2019,23,38.31047
10/9/2019,24,34.4817
10/10/2019,1,30.27149
10/10/2019,2,30.67266
10/10/2019,3,30.16239
10/10/2019,4,30.45228
10/10/2019,5,31.90992
10/10/2019,6,38.03214
10/10/2019,7,46.47983
10/10/2019,8,40.96769
10/10/2019,9,33.50511
10/10/2019,10,29.77011
10/10/2019,11,28.2087
10/10/2019,12,22.62745
10/10/2019,13,27.29559
10/10/2019,14,28.55058
10/10/2019,15,32.19656
10/10/2019,16,35.39921
10/10/2019,17,34.24055
10/10/2019,18,44.52773
10/10/2019,19,69.31101
10/10/2019,20,58.97295
10/10/2019,21,47.5055
10/10/2019,22,43.5805
10/10/2019,23,38.41556
10/10/2019,24,33.91453
10/11/2019,1,31.63866
10/11/2019,2,30.53214
10/11/2019,3,30.01595
10/11/2019,4,29.96143
10/11/2019,5,32.58888
10/11/2019,6,38.00778
10/11/2019,7,46.31247
10/11/2019,8,43.88528
10/11/2019,9,34.74177
10/11/2019,10,29.41567
10/11/2019,11,30.81761
10/11/2019,12,28.86422
10/11/2019,13,29.80547
10/11/2019,14,31.62262
10/11/2019,15,32.65245
10/11/2019,16,33.4167
10/11/2019,17,35.34385
10/11/2019,18,45.09284
10/11/2019,19,68.3266
10/11/2019,20,55.91347
10/11/2019,21,45.27238
10/11/2019,22,41.53413
10/11/2019,23,37.70563
10/11/2019,24,33.81428
10/12/2019,1,37.04317
10/12/2019,2,34.73463
10/12/2019,3,33.81519
10/12/2019,4,32.96282
10/12/2019,5,33.21451
10/12/2019,6,37.63778
10/12/2019,7,45.5824
10/12/2019,8,37.80663
10/12/2019,9,29.08106
10/12/2019,10,21.83875
10/12/2019,11,20.35329
10/12/2019,12,19.36302
10/12/2019,13,20.97865
10/12/2019,14,23.20145
10/12/2019,15,20.85497
10/12/2019,16,28.33973
10/12/2019,17,29.11419
10/12/2019,18,44.18277
10/12/2019,19,67.92895
10/12/2019,20,54.87147
10/12/2019,21,45.07465
10/12/2019,22,42.20092
10/12/2019,23,37.58296
10/12/2019,24,33.95671
10/13/2019,1,34.15385
10/13/2019,2,31.76805
10/13/2019,3,31.57164
10/13/2019,4,31.11518
10/13/2019,5,31.8449
10/13/2019,6,35.6604
10/13/2019,7,38.06767
10/13/2019,8,34.71495
10/13/2019,9,28.66332
10/13/2019,10,20.26267
10/13/2019,11,17.94344
10/13/2019,12,18.73575
10/13/2019,13,16.93472
10/13/2019,14,21.31269
10/13/2019,15,21.09528
10/13/2019,16,28.27703
10/13/2019,17,30.71708
10/13/2019,18,45.31667
10/13/2019,19,63.81823
10/13/2019,20,52.12844
10/13/2019,21,44.76298
10/13/2019,22,39.63597
10/13/2019,23,33.2492
10/13/2019,24,31.74688
10/14/2019,1,31.55523
10/14/2019,2,30.22077
10/14/2019,3,29.60282
10/14/2019,4,29.59168
10/14/2019,5,30.3277
10/14/2019,6,38.11144
10/14/2019,7,56.90772
10/14/2019,8,47.97476
10/14/2019,9,36.66647
10/14/2019,10,29.80596
10/14/2019,11,28.61725
10/14/2019,12,25.78621
10/14/2019,13,28.19774
10/14/2019,14,30.47125
10/14/2019,15,31.25484
10/14/2019,16,35.59072
10/14/2019,17,37.59693
10/14/2019,18,54.66578
10/14/2019,19,78.29556
10/14/2019,20,76.00637
10/14/2019,21,53.20577
10/14/2019,22,46.92293
10/14/2019,23,40.66044
10/14/2019,24,36.99562
10/15/2019,1,33.829
10/15/2019,2,33.23348
10/15/2019,3,31.67126
10/15/2019,4,31.89589
10/15/2019,5,32.29113
10/15/2019,6,39.5049
10/15/2019,7,57.89745
10/15/2019,8,48.92757
10/15/2019,9,36.56441
10/15/2019,10,30.67358
10/15/2019,11,29.76786
10/15/2019,12,30.30425
10/15/2019,13,29.09191
10/15/2019,14,31.93
10/15/2019,15,33.88463
10/15/2019,16,37.03966
10/15/2019,17,40.01019
10/15/2019,18,56.70632
10/15/2019,19,99.55439
10/15/2019,20,84.12123
10/15/2019,21,52.60895
10/15/2019,22,49.16257
10/15/2019,23,42.93175
10/15/2019,24,39.38535
10/16/2019,1,35.71522
10/16/2019,2,34.0728
10/16/2019,3,32.92083
10/16/2019,4,33.41511
10/16/2019,5,34.01995
10/16/2019,6,38.51224
10/16/2019,7,50.47177
10/16/2019,8,47.12708
10/16/2019,9,35.73526
10/16/2019,10,31.76361
10/16/2019,11,30.10434
10/16/2019,12,30.45207
10/16/2019,13,31.49967
10/16/2019,14,32.62817
10/16/2019,15,36.97652
10/16/2019,16,39.1051
10/16/2019,17,45.51652
10/16/2019,18,61.29624
10/16/2019,19,91.75041
10/16/2019,20,61.50136
10/16/2019,21,45.46858
10/16/2019,22,41.35277
10/16/2019,23,39.77984
10/16/2019,24,36.39061
10/17/2019,1,34.26368
10/17/2019,2,31.22169
10/17/2019,3,30.47271
10/17/2019,4,30.60574
10/17/2019,5,31.56446
10/17/2019,6,36.03141
10/17/2019,7,45.51246
10/17/2019,8,40.49912
10/17/2019,9,34.43874
10/17/2019,10,30.88398
10/17/2019,11,24.49999
10/17/2019,12,23.27242
10/17/2019,13,23.59909
10/17/2019,14,22.14927
10/17/2019,15,24.68187
10/17/2019,16,27.54631
10/17/2019,17,30.98328
10/17/2019,18,44.05148
10/17/2019,19,64.19791
10/17/2019,20,53.79407
10/17/2019,21,42.6802
10/17/2019,22,39.20261
10/17/2019,23,35.37794
10/17/2019,24,31.88095
10/18/2019,1,29.49095
10/18/2019,2,28.00834
10/18/2019,3,28.3752
10/18/2019,4,27.47748
10/18/2019,5,29.54925
10/18/2019,6,35.95583
10/18/2019,7,44.94441
10/18/2019,8,42.49992
10/18/2019,9,31.62141
10/18/2019,10,26.95087
10/18/2019,11,26.12461
10/18/2019,12,26.41446
10/18/2019,13,29.40579
10/18/2019,14,27.90691
10/18/2019,15,29.82196
10/18/2019,16,31.1648
10/18/2019,17,33.68538
10/18/2019,18,44.50772
10/18/2019,19,61.32103
10/18/2019,20,46.70858
10/18/2019,21,43.37384
10/18/2019,22,40.6752
10/18/2019,23,37.21192
10/18/2019,24,33.01449
10/19/2019,1,31.84163
10/19/2019,2,29.5583
10/19/2019,3,28.91285
10/19/2019,4,28.84312
10/19/2019,5,30.92208
10/19/2019,6,36.66012
10/19/2019,7,36.94218
10/19/2019,8,32.87549
10/19/2019,9,27.24529
10/19/2019,10,19.24161
10/19/2019,11,14.43282
10/19/2019,12,12.8321
10/19/2019,13,10.80314
10/19/2019,14,12.22591
10/19/2019,15,15.7555
10/19/2019,16,23.10347
10/19/2019,17,28.35228
10/19/2019,18,43.66656
10/19/2019,19,53.95984
10/19/2019,20,47.81256
10/19/2019,21,44.94586
10/19/2019,22,43.27979
10/19/2019,23,39.46475
10/19/2019,24,33.4562
10/20/2019,1,28.78096
10/20/2019,2,30.43357
10/20/2019,3,30.83035
10/20/2019,4,29.9932
10/20/2019,5,32.80527
10/20/2019,6,32.16137
10/20/2019,7,32.94568
10/20/2019,8,32.00694
10/20/2019,9,24.27384
10/20/2019,10,13.69055
10/20/2019,11,11.48631
10/20/2019,12,12.04584
10/20/2019,13,11.55037
10/20/2019,14,17.3327
10/20/2019,15,23.30745
10/20/2019,16,27.30843
10/20/2019,17,35.68284
10/20/2019,18,49.53822
10/20/2019,19,68.15421
10/20/2019,20,58.0284
10/20/2019,21,50.78243
10/20/2019,22,43.48308
10/20/2019,23,41.30283
10/20/2019,24,37.04823
10/21/2019,1,36.26765
10/21/2019,2,31.08198
10/21/2019,3,30.32766
10/21/2019,4,31.57238
10/21/2019,5,33.68566
10/21/2019,6,39.92199
10/21/2019,7,50.01088
10/21/2019,8,50.26623
10/21/2019,9,38.25702
10/21/2019,10,30.29334
10/21/2019,11,29.28487
10/21/2019,12,29.80553
10/21/2019,13,30.35977
10/21/2019,14,34.41836
10/21/2019,15,35.28879
10/21/2019,16,39.92463
10/21/2019,17,47.39854
10/21/2019,18,78.50784
10/21/2019,19,145.47687
10/21/2019,20,95.48677
10/21/2019,21,53.89236
10/21/2019,22,46.73924
10/21/2019,23,41.06302
10/21/2019,24,37.85617
10/22/2019,1,32.00178
10/22/2019,2,30.39613
10/22/2019,3,28.82822
10/22/2019,4,28.62895
10/22/2019,5,30.23003
10/22/2019,6,35.91517
10/22/2019,7,46.67704
10/22/2019,8,45.12657
10/22/2019,9,33.2579
10/22/2019,10,28.3985
10/22/2019,11,25.69319
10/22/2019,12,26.67005
10/22/2019,13,29.57131
10/22/2019,14,30.64033
10/22/2019,15,36.27578
10/22/2019,16,38.75002
10/22/2019,17,48.37105
10/22/2019,18,108.49378
10/22/2019,19,193.94978
10/22/2019,20,122.64422
10/22/2019,21,56.60075
10/22/2019,22,48.32337
10/22/2019,23,41.67152
10/22/2019,24,37.04701
10/23/2019,1,33.61419
10/23/2019,2,32.4363
10/23/2019,3,30.88181
10/23/2019,4,30.6227
10/23/2019,5,31.16004
10/23/2019,6,35.80627
10/23/2019,7,42.65915
10/23/2019,8,41.06578
10/23/2019,9,34.50231
10/23/2019,10,30.47844
10/23/2019,11,30.40994
10/23/2019,12,30.63639
10/23/2019,13,30.67932
10/23/2019,14,31.39893
10/23/2019,15,32.13643
10/23/2019,16,35.10616
10/23/2019,17,39.85433
10/23/2019,18,68.00127
10/23/2019,19,128.71608
10/23/2019,20,68.66858
10/23/2019,21,47.67622
10/23/2019,22,45.75471
10/23/2019,23,38.38808
10/23/2019,24,34.81335
10/24/2019,1,33.40937
10/24/2019,2,31.22108
10/24/2019,3,29.56164
10/24/2019,4,29.51016
10/24/2019,5,30.42574
10/24/2019,6,34.95847
10/24/2019,7,44.83122
10/24/2019,8,45.14864
10/24/2019,9,35.95883
10/24/2019,10,30.06325
10/24/2019,11,27.68924
10/24/2019,12,29.95372
10/24/2019,13,31.93056
10/24/2019,14,33.51614
10/24/2019,15,37.16446
10/24/2019,16,39.04431
10/24/2019,17,46.30625
10/24/2019,18,77.31416
10/24/2019,19,147.08223
10/24/2019,20,76.5112
10/24/2019,21,51.55774
10/24/2019,22,44.57148
10/24/2019,23,39.06527
10/24/2019,24,36.8577
10/25/2019,1,39.24103
10/25/2019,2,37.5267
10/25/2019,3,36.16803
10/25/2019,4,33.80298
10/25/2019,5,34.94788
10/25/2019,6,36.45601
10/25/2019,7,40.91113
10/25/2019,8,40.82354
10/25/2019,9,34.80706
10/25/2019,10,30.10503
10/25/2019,11,28.93975
10/25/2019,12,29.02715
10/25/2019,13,31.19492
10/25/2019,14,32.56651
10/25/2019,15,33.17771
10/25/2019,16,36.4138
10/25/2019,17,42.55919
10/25/2019,18,67.35017
10/25/2019,19,103.2883
10/25/2019,20,58.3001
10/25/2019,21,43.89615
10/25/2019,22,41.50761
10/25/2019,23,38.25125
10/25/2019,24,35.77607
10/26/2019,1,36.85985
10/26/2019,2,35.43869
10/26/2019,3,34.78989
10/26/2019,4,32.55168
10/26/2019,5,33.04918
10/26/2019,6,34.26506
10/26/2019,7,35.49497
10/26/2019,8,34.22478
10/26/2019,9,28.91524
10/26/2019,10,30.13614
10/26/2019,11,29.91885
10/26/2019,12,28.58588
10/26/2019,13,28.70101
10/26/2019,14,30.25387
10/26/2019,15,29.40821
10/26/2019,16,29.37922
10/26/2019,17,35.34175
10/26/2019,18,43.69977
10/26/2019,19,57.1702
10/26/2019,20,47.99345
10/26/2019,21,41.4225
10/26/2019,22,36.73306
10/26/2019,23,34.69509
10/26/2019,24,33.1201
10/27/2019,1,32.21169
10/27/2019,2,31.25229
10/27/2019,3,30.94168
10/27/2019,4,31.22086
10/27/2019,5,31.90518
10/27/2019,6,33.75522
10/27/2019,7,35.48859
10/27/2019,8,36.65494
10/27/2019,9,28.32473
10/27/2019,10,25.77077
10/27/2019,11,22.94891
10/27/2019,12,22.53699
10/27/2019,13,16.53288
10/27/2019,14,16.22032
10/27/2019,15,17.69022
10/27/2019,16,21.14677
10/27/2019,17,26.63313
10/27/2019,18,40.30012
10/27/2019,19,47.95802
10/27/2019,20,43.69698
10/27/2019,21,42.3805
10/27/2019,22,38.77464
10/27/2019,23,35.36687
10/27/2019,24,31.9525
10/28/2019,1,30.28405
10/28/2019,2,30.28882
10/28/2019,3,29.59477
10/28/2019,4,29.95758
10/28/2019,5,32.45816
10/28/2019,6,37.65841
10/28/2019,7,48.6603
10/28/2019,8,51.2055
10/28/2019,9,38.04522
10/28/2019,10,33.28569
10/28/2019,11,30.75791
10/28/2019,12,31.13328
10/28/2019,13,31.36481
10/28/2019,14,31.95981
10/28/2019,15,32.46184
10/28/2019,16,35.84659
10/28/2019,17,37.14409
10/28/2019,18,52.91613
10/28/2019,19,68.34696
10/28/2019,20,54.26903
10/28/2019,21,47.19834
10/28/2019,22,41.94288
10/28/2019,23,36.4883
10/28/2019,24,34.39504
10/29/2019,1,31.18909
10/29/2019,2,30.58008
10/29/2019,3,29.9082
10/29/2019,4,29.99571
10/29/2019,5,31.72225
10/29/2019,6,39.5077
10/29/2019,7,55.30645
10/29/2019,8,57.37569
10/29/2019,9,47.44306
10/29/2019,10,46.24281
10/29/2019,11,46.40168
10/29/2019,12,44.90102
10/29/2019,13,39.12484
10/29/2019,14,39.02312
10/29/2019,15,36.08
10/29/2019,16,31.04213
10/29/2019,17,34.62324
10/29/2019,18,50.73557
10/29/2019,19,65.99389
10/29/2019,20,56.27853
10/29/2019,21,48.66649
10/29/2019,22,47.6144
10/29/2019,23,40.52369
10/29/2019,24,38.05666
10/30/2019,1,38.53159
10/30/2019,2,35.86669
10/30/2019,3,34.24034
10/30/2019,4,34.65447
10/30/2019,5,36.23512
10/30/2019,6,48.73775
10/30/2019,7,56.79091
10/30/2019,8,60.54531
10/30/2019,9,52.28662
10/30/2019,10,44.95392
10/30/2019,11,39.88509
10/30/2019,12,39.27093
10/30/2019,13,35.46559
10/30/2019,14,36.77047
10/30/2019,15,34.08031
10/30/2019,16,40.52381
10/30/2019,17,41.34333
10/30/2019,18,54.50353
10/30/2019,19,69.5331
10/30/2019,20,59.28706
10/30/2019,21,55.22976
10/30/2019,22,51.09053
10/30/2019,23,46.70339
10/30/2019,24,40.71293
10/31/2019,1,43.25743
10/31/2019,2,40.96632
10/31/2019,3,38.59842
10/31/2019,4,38.49745
10/31/2019,5,41.15319
10/31/2019,6,51.99007
10/31/2019,7,59.74688
10/31/2019,8,61.23168
10/31/2019,9,42.32907
10/31/2019,10,34.66717
10/31/2019,11,36.91621
10/31/2019,12,32.49258
10/31/2019,13,32.22903
10/31/2019,14,31.97713
10/31/2019,15,33.24928
10/31/2019,16,35.38691
10/31/2019,17,40.53698
10/31/2019,18,56.83906
10/31/2019,19,74.91796
10/31/2019,20,61.60822
10/31/2019,21,53.3835
10/31/2019,22,51.67462
10/31/2019,23,46.89928
10/31/2019,24,41.49849
11/1/2019,1,36.81933
11/1/2019,2,35.04808
11/1/2019,3,34.17649
11/1/2019,4,34.0351
11/1/2019,5,36.59844
11/1/2019,6,46.57919
11/1/2019,7,55.93317
11/1/2019,8,57.68647
11/1/2019,9,41.60016
11/1/2019,10,32.41501
11/1/2019,11,32.54301
11/1/2019,12,32.21093
11/1/2019,13,31.68863
11/1/2019,14,30.40143
11/1/2019,15,31.39003
11/1/2019,16,34.29658
11/1/2019,17,39.764
11/1/2019,18,54.7716
11/1/2019,19,66.77979
11/1/2019,20,58.7931
11/1/2019,21,51.92139
11/1/2019,22,49.61136
11/1/2019,23,42.05054
11/1/2019,24,40.57892
11/2/2019,1,39.32533
11/2/2019,2,35.87164
11/2/2019,3,35.93397
11/2/2019,4,36.37536
11/2/2019,5,37.6724
11/2/2019,6,42.6581
11/2/2019,7,43.97123
11/2/2019,8,45.92467
11/2/2019,9,36.59826
11/2/2019,10,33.09348
11/2/2019,11,27.03508
11/2/2019,12,23.35464
11/2/2019,13,28.25437
11/2/2019,14,27.39911
11/2/2019,15,29.89861
11/2/2019,16,34.69655
11/2/2019,17,42.083
11/2/2019,18,57.74263
11/2/2019,19,70.84068
11/2/2019,20,56.40357
11/2/2019,21,49.85214
11/2/2019,22,45.77799
11/2/2019,23,40.6091
11/2/2019,24,38.40851
11/3/2019,1,42.93988
11/3/2019,2,40.61869
11/3/2019,3,39.06638
11/3/2019,4,39.16083
11/3/2019,5,39.79758
11/3/2019,6,41.72697
11/3/2019,7,39.17354
11/3/2019,8,35.10367
11/3/2019,9,29.15198
11/3/2019,10,21.26637
11/3/2019,11,19.2795
11/3/2019,12,20.64044
11/3/2019,13,21.65009
11/3/2019,14,24.54643
11/3/2019,15,28.73282
11/3/2019,16,39.35678
11/3/2019,17,48.20561
11/3/2019,18,67.95429
11/3/2019,19,60.67519
11/3/2019,20,56.65037
11/3/2019,21,51.0127
11/3/2019,22,45.51232
11/3/2019,23,42.70436
11/3/2019,24,40.52302
11/3/2019,25,41.11697
11/4/2019,1,39.58343
11/4/2019,2,37.31818
11/4/2019,3,36.52746
11/4/2019,4,37.26815
11/4/2019,5,38.90124
11/4/2019,6,45.67027
11/4/2019,7,61.0113
11/4/2019,8,42.68388
11/4/2019,9,36.85231
11/4/2019,10,31.9846
11/4/2019,11,31.07796
11/4/2019,12,31.917
11/4/2019,13,30.93319
11/4/2019,14,33.29478
11/4/2019,15,40.40736
11/4/2019,16,47.78307
11/4/2019,17,65.62362
11/4/2019,18,98.97944
11/4/2019,19,83.69703
11/4/2019,20,69.3716
11/4/2019,21,53.76041
11/4/2019,22,52.77096
11/4/2019,23,44.31962
11/4/2019,24,41.71415
11/5/2019,1,37.85717
11/5/2019,2,36.10679
11/5/2019,3,35.30347
11/5/2019,4,35.57937
11/5/2019,5,39.0658
11/5/2019,6,47.61937
11/5/2019,7,57.98062
11/5/2019,8,45.2504
11/5/2019,9,36.8702
11/5/2019,10,33.8608
11/5/2019,11,31.7916
11/5/2019,12,32.61044
11/5/2019,13,33.30417
11/5/2019,14,38.79832
11/5/2019,15,40.54291
11/5/2019,16,49.40033
11/5/2019,17,75.31024
11/5/2019,18,143.78183
11/5/2019,19,118.44918
11/5/2019,20,70.98106
11/5/2019,21,56.80158
11/5/2019,22,51.06399
11/5/2019,23,45.14337
11/5/2019,24,42.36722
11/6/2019,1,39.09057
11/6/2019,2,37.9165
11/6/2019,3,35.81908
11/6/2019,4,36.48783
11/6/2019,5,39.3861
11/6/2019,6,47.14508
11/6/2019,7,58.10255
11/6/2019,8,45.92781
11/6/2019,9,39.23285
11/6/2019,10,36.94899
11/6/2019,11,33.14414
11/6/2019,12,34.11385
11/6/2019,13,33.39037
11/6/2019,14,34.68472
11/6/2019,15,39.21144
11/6/2019,16,49.69314
11/6/2019,17,77.2869
11/6/2019,18,121.10284
11/6/2019,19,81.94135
11/6/2019,20,63.9422
11/6/2019,21,56.27484
11/6/2019,22,50.59883
11/6/2019,23,45.5004
11/6/2019,24,41.84163
11/7/2019,1,35.2742
11/7/2019,2,33.45071
11/7/2019,3,31.93289
11/7/2019,4,32.40115
11/7/2019,5,37.27186
11/7/2019,6,42.126
11/7/2019,7,49.16035
11/7/2019,8,42.44543
11/7/2019,9,35.90583
11/7/2019,10,31.21654
11/7/2019,11,30.45035
11/7/2019,12,30.35134
11/7/2019,13,31.83901
11/7/2019,14,35.17737
11/7/2019,15,37.2931
11/7/2019,16,49.28391
11/7/2019,17,72.26586
11/7/2019,18,146.26378
11/7/2019,19,74.10992
11/7/2019,20,59.68772
11/7/2019,21,50.5966
11/7/2019,22,46.987
11/7/2019,23,41.20447
11/7/2019,24,39.01047
11/8/2019,1,36.96539
11/8/2019,2,35.16849
11/8/2019,3,33.73714
11/8/2019,4,34.93596
11/8/2019,5,36.59419
11/8/2019,6,41.95893
11/8/2019,7,49.91728
11/8/2019,8,40.05487
11/8/2019,9,33.60923
11/8/2019,10,30.37802
11/8/2019,11,28.6681
11/8/2019,12,30.24499
11/8/2019,13,31.16569
11/8/2019,14,33.10994
11/8/2019,15,34.72666
11/8/2019,16,45.4712
11/8/2019,17,72.61923
11/8/2019,18,106.72681
11/8/2019,19,61.95018
11/8/2019,20,56.03449
11/8/2019,21,49.55765
11/8/2019,22,44.86274
11/8/2019,23,39.82057
11/8/2019,24,38.0602
11/9/2019,1,40.18822
11/9/2019,2,37.74345
11/9/2019,3,36.07444
11/9/2019,4,36.02354
11/9/2019,5,37.2642
11/9/2019,6,38.33816
11/9/2019,7,41.57638
11/9/2019,8,35.20039
11/9/2019,9,30.10122
11/9/2019,10,24.67542
11/9/2019,11,25.44364
11/9/2019,12,26.18769
11/9/2019,13,26.01485
11/9/2019,14,28.51564
11/9/2019,15,29.6691
11/9/2019,16,39.09885
11/9/2019,17,55.61767
11/9/2019,18,82.8754
11/9/2019,19,59.63245
11/9/2019,20,55.02981
11/9/2019,21,46.28317
11/9/2019,22,40.26161
11/9/2019,23,39.31166
11/9/2019,24,38.14094
11/10/2019,1,36.22762
11/10/2019,2,34.54371
11/10/2019,3,32.42121
11/10/2019,4,34.7766
11/10/2019,5,35.86641
11/10/2019,6,36.24966
11/10/2019,7,36.54224
11/10/2019,8,32.43339
11/10/2019,9,27.36312
11/10/2019,10,20.78482
11/10/2019,11,22.179
11/10/2019,12,22.40865
11/10/2019,13,23.79018
11/10/2019,14,27.00765
11/10/2019,15,31.3983
11/10/2019,16,36.83657
11/10/2019,17,47.62784
11/10/2019,18,74.30296
11/10/2019,19,55.35637
11/10/2019,20,48.27452
11/10/2019,21,44.35241
11/10/2019,22,38.74249
11/10/2019,23,37.37551
11/10/2019,24,36.04855
11/11/2019,1,33.39365
11/11/2019,2,31.99046
11/11/2019,3,31.79753
11/11/2019,4,34.43224
11/11/2019,5,36.9027
11/11/2019,6,42.20824
11/11/2019,7,41.47024
11/11/2019,8,38.46398
11/11/2019,9,31.40772
11/11/2019,10,29.10903
11/11/2019,11,28.40125
11/11/2019,12,28.18552
11/11/2019,13,29.88387
11/11/2019,14,32.35737
11/11/2019,15,35.91874
11/11/2019,16,43.34049
11/11/2019,17,64.83619
11/11/2019,18,120.10062
11/11/2019,19,64.39328
11/11/2019,20,55.60615
11/11/2019,21,48.20969
11/11/2019,22,43.7945
11/11/2019,23,40.0882
11/11/2019,24,37.40257
11/12/2019,1,41.91313
11/12/2019,2,38.06356
11/12/2019,3,35.73966
11/12/2019,4,36.96915
11/12/2019,5,39.97622
11/12/2019,6,42.27949
11/12/2019,7,53.93628
11/12/2019,8,42.47538
11/12/2019,9,37.56637
11/12/2019,10,34.62847
11/12/2019,11,33.44738
11/12/2019,12,33.60258
11/12/2019,13,32.81895
11/12/2019,14,35.44434
11/12/2019,15,39.8239
11/12/2019,16,46.03378
11/12/2019,17,66.92483
11/12/2019,18,144.13283
11/12/2019,19,72.46144
11/12/2019,20,56.21435
11/12/2019,21,49.91553
11/12/2019,22,44.6015
11/12/2019,23,42.13855
11/12/2019,24,38.56524
11/13/2019,1,32.23743
11/13/2019,2,32.29726
11/13/2019,3,31.95202
11/13/2019,4,33.76898
11/13/2019,5,34.90793
11/13/2019,6,38.66399
11/13/2019,7,45.28322
11/13/2019,8,39.93064
11/13/2019,9,38.34512
11/13/2019,10,33.9112
11/13/2019,11,31.52184
11/13/2019,12,31.54895
11/13/2019,13,32.77629
11/13/2019,14,34.98273
11/13/2019,15,40.50145
11/13/2019,16,48.93022
11/13/2019,17,60.94475
11/13/2019,18,70.80331
11/13/2019,19,58.81334
11/13/2019,20,49.55633
11/13/2019,21,45.50614
11/13/2019,22,42.39574
11/13/2019,23,39.44305
11/13/2019,24,38.20452
11/14/2019,1,38.49252
11/14/2019,2,36.60508
11/14/2019,3,33.91676
11/14/2019,4,35.5674
11/14/2019,5,36.83676
11/14/2019,6,41.56686
11/14/2019,7,55.27961
11/14/2019,8,42.32351
11/14/2019,9,39.42794
11/14/2019,10,38.78346
11/14/2019,11,35.32618
11/14/2019,12,33.95215
11/14/2019,13,33.60982
11/14/2019,14,34.79269
11/14/2019,15,39.08516
11/14/2019,16,46.12609
11/14/2019,17,58.57853
11/14/2019,18,90.4997
11/14/2019,19,58.37049
11/14/2019,20,51.57496
11/14/2019,21,47.29247
11/14/2019,22,41.77972
11/14/2019,23,39.12564
11/14/2019,24,37.11345
11/15/2019,1,36.34825
11/15/2019,2,32.96704
11/15/2019,3,31.80639
11/15/2019,4,32.44665
11/15/2019,5,34.13452
11/15/2019,6,37.81185
11/15/2019,7,47.74173
11/15/2019,8,39.23539
11/15/2019,9,35.7862
11/15/2019,10,33.22347
11/15/2019,11,30.37907
11/15/2019,12,29.65869
11/15/2019,13,29.23149
11/15/2019,14,31.21924
11/15/2019,15,33.80895
11/15/2019,16,42.88466
11/15/2019,17,53.08901
11/15/2019,18,84.44067
11/15/2019,19,57.08716
11/15/2019,20,49.6686
11/15/2019,21,43.40182
11/15/2019,22,42.0123
11/15/2019,23,41.17308
11/15/2019,24,36.90018
11/16/2019,1,33.1156
11/16/2019,2,33.09851
11/16/2019,3,33.09813
11/16/2019,4,33.1332
11/16/2019,5,32.37034
11/16/2019,6,34.57369
11/16/2019,7,35.54318
11/16/2019,8,33.78775
11/16/2019,9,28.42043
11/16/2019,10,23.50228
11/16/2019,11,22.57079
11/16/2019,12,21.69649
11/16/2019,13,23.36878
11/16/2019,14,24.35589
